"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
37,39245,3083,2,1,2,22794,51,986,382,450,9,1231,252869,11,4,22,145,7,9267,144,11507,922,69,43,245,54,10,10972,6,117143,28707,97068,67385,128985,51833,8,146151,13,164629,920,51,75462,28,197,11,149,325,4301,852
30,30263,7326,16,25,16,46771,133,404,304,328,11,1605,56388,12,8,7,1290,18,2372,828,9228,793,282,100,15,8,12,13834,48,13047,33044,278094,33291,38484,142752,45,56062,10,24989,161,13,343090,2,116,11,328,93,1088,2272
116,8531,1128,1,6,16,28724,222,316,267,697,12,687,11855,9,11,25,42,59,6126,225,16482,2462,35,56,143,72,5,11372,7,69703,18976,1166572,136789,256398,110560,15,11282,27,54552,262,93,85993,4,77,4,150,795,5505,846
276,151225,6422,4,13,1,15186,497,1147,300,1332,14,1049,22411,11,4,26,128,19,13479,672,43016,389,556,298,80,17,10,21781,26,436760,10214,36306,104614,78140,40342,28,43401,38,98153,99,35,41917,9,47,2,379,505,1559,348
35,8435,4506,6,8,9,30268,303,819,60,856,5,1912,95265,11,7,7,152,19,3849,105,2822,315,66,453,55,98,34,36647,188,44820,1419,57928,118284,246010,1574901,231,8710,3,10561,637,69,260157,5,19,15,4672,65,654,3457
13,107867,23724,2,34,7,14566,382,315,192,816,114,1601,29011,87,1,7,153,97,4109,752,14756,1439,139,73,56,14,6,12305,49,354804,10933,74285,126745,37526,72074,19,12285,17,52699,63,51,67403,2,100,31,372,1377,1352,919
6,8187,5909,17,5,4,18523,106,127,1169,5743,42,7776,6408,7,7,35,39,114,2226,183,4853,399,35,518,65,17,7,122389,212,115363,3016,265410,47407,203877,497299,208,30765,12,14300,254,203,123384,2,16,8,664,792,93,2978
4,186610,3081,3,18,1,50466,947,1775,126,521,117,3942,54106,75,2,10,129,30,15851,624,5472,1128,449,107,87,5,7,22306,47,25831,51002,155177,63096,37128,18849,33,127029,20,29648,146,77,32465,9,356,6,130,163,8327,517
24,8605,4318,5,41,4,44435,351,292,37,420,135,1589,62141,10,4,16,209,15,6188,158,6894,2036,352,18,93,22,10,55919,27,86573,61307,110073,50665,80387,1472632,4,6716,9,145124,152,188,42249,10,136,11,70,129,4988,1350
144,50085,4269,5,36,3,161788,268,2286,144,247,10,238,17545,15,5,68,439,14,9407,489,47437,327,205,87,87,62,9,141615,7,41138,71152,128088,915346,90592,49145,32,3902,49,252004,62,51,32302,40,22,3,232,187,2642,530
7,13798,8685,9,10,11,29129,168,68,263,495,28,1691,21426,13,7,39,467,16,2870,734,12068,697,438,93,52,39,9,11785,79,85732,8579,69693,31283,126877,110561,6,10341,75,68731,62,18,114383,7,124,9,516,200,2853,9128
15,9900,482,2,60,4,91865,623,1186,27,2073,3,377,6129,10,14,34,792,44,3780,107,21907,98,136,221,20,105,5,42445,20,58377,15817,589917,247657,10475,173191,4,19029,10,811806,218,189,16437,9,65,2,1043,48,4402,1662
19,63443,3053,4,55,1,133626,82,913,214,506,5,1454,22408,9,5,32,3608,7,17785,132,23528,366,65,105,136,9,17,14008,73,144342,6985,209474,216836,65755,102344,49,58796,6,128065,538,75,32431,13,46,7,91,50,1346,1849
11,12448,8643,2,5,4,136750,176,939,284,311,6,1175,171187,11,8,6,151,31,7708,53,2549,1192,182,26,237,187,16,31607,44,62687,7429,68831,137911,76527,276887,13,61052,6,271344,132,753,33901,43,153,9,27,344,2329,1618
12,8404,2750,3,49,2,13703,1100,2135,39,424,59,2372,25069,5,1,12,2392,29,2710,766,1792,815,7440,150,20,73,16,45516,70,26199,14989,97457,156550,24238,849350,388,27739,20,68844,40,424,141515,6,326,5,94,46,891,10609
23,5165,4951,6,11,4,25357,99,735,383,544,17,2232,4925,12,16,117,3500,171,2185,102,2006,62,171,759,10,83,14,23885,84,322715,17469,50103,49419,35906,524960,102,100578,9,139682,111,198,7728,1,34,32,1198,93,1876,6867
47,10820,48124,7,8,5,38002,50,364,50,395,29,2007,12385,13,20,17,301,8,8132,310,11474,3450,370,87,342,17,8,77520,58,103453,4834,237158,68731,83318,267027,107,17144,17,27436,319,168,100922,2,321,4,383,293,474,995
3,62496,2673,28,8,1,25372,209,753,152,704,56,5234,44125,17,3,28,275,32,2723,642,2084,1070,55,116,11,20,13,87433,164,27010,12854,779744,29037,215164,130495,31,34786,24,46639,227,64,103158,1,59,33,236,45,4510,990
127,27845,8964,7,6,4,3913,169,303,299,4515,24,1261,5510,4,20,17,379,38,1836,40,2149,62,661,1590,46,51,5,10702,69,452194,1951,80372,23881,31099,708526,34,37846,8,153384,126,756,34156,1,104,6,3485,456,1712,784
18,34393,4501,1,12,2,15629,413,385,203,1626,99,3508,50823,6,5,3,147,6,11266,156,7834,1423,399,458,236,42,24,43440,273,32020,6759,454616,4058,50903,314742,81,24566,21,6175,307,70,90839,2,125,49,434,240,1265,1001
102,23369,811,4,10,9,25722,218,879,348,268,22,1727,16856,14,12,18,397,49,6360,85,21392,221,89,416,24,34,40,62256,81,123802,2212,151228,32982,69156,61948,37,8171,42,205992,305,38,13168,2,14,12,1792,283,2826,333
7,84196,377,4,18,2,28948,149,764,68,770,59,7065,186698,25,4,7,807,16,7768,257,1082,240,100,92,25,12,11,295203,49,35070,57921,301129,77492,200433,143600,6,11017,14,174404,447,113,13740,9,44,10,135,198,4438,458
54,15512,4437,11,6,9,114620,36,269,123,421,8,1212,13607,15,7,57,494,7,10026,184,7451,554,214,257,452,55,7,19845,39,356555,4261,33486,311317,115571,175357,241,23834,13,58705,1992,34,16151,2,62,1,1889,342,1595,705
68,10871,6015,22,38,15,21958,275,665,27,317,33,2629,42090,4,8,31,367,7,2577,170,3404,195,548,303,188,11,16,24840,44,107571,1247,150529,37096,22621,552814,122,36927,6,74013,283,203,73797,3,95,5,1208,45,367,5754
28,32553,2058,19,23,2,9642,68,1902,22,371,40,2114,202205,1,7,9,2150,8,1373,63,28252,1866,267,45,140,55,64,61827,55,104972,1737,177947,41504,30836,253806,75,6025,5,71080,37,167,90391,14,1140,31,166,23,716,20875
24,43839,7117,6,17,2,133420,1171,2153,169,3457,15,3779,32284,10,12,69,254,25,1016,94,870,453,282,132,54,14,14,24644,57,140642,12770,399023,93545,9771,411188,36,157764,2,95112,342,148,136638,4,98,11,140,35,770,7335
101,89103,2572,3,16,4,171356,46,284,40,1443,18,98,47998,27,6,34,465,10,19086,106,27378,673,213,128,57,130,5,14576,51,11762,29846,201404,25042,68870,6651,28,12530,64,94634,918,153,66370,24,202,3,193,371,5912,919
32,18654,2955,2,146,9,136025,657,1613,10,1044,38,965,40587,15,8,14,1156,6,3159,114,16376,735,149,320,27,12,46,20767,230,122611,5061,38314,29258,22212,452390,50,23117,2,30429,99,33,188386,3,129,2,1204,387,762,4214
39,126304,1174,3,38,1,68213,346,1458,19,255,8,4498,11082,20,10,31,331,13,11480,536,6674,574,687,517,61,26,33,7144,450,22812,1978,149960,320180,37342,49132,105,90658,5,23250,510,62,144835,2,67,9,1382,67,954,1454
98,17989,5343,8,26,6,49266,693,432,17,704,8,1658,25126,5,9,10,165,10,462,173,7830,455,388,207,14,247,39,109072,96,44408,9213,41366,255641,245101,65501,49,13041,14,63209,469,55,36190,7,55,5,301,977,1720,2565
121,165501,1051,5,18,3,20138,108,384,34,726,53,1483,29160,7,7,9,177,11,7926,198,16752,969,282,410,780,76,17,91273,33,67669,17255,152773,28338,27537,79201,105,19932,18,84591,305,60,31194,8,107,5,246,297,445,289
148,980,12091,19,3,18,36470,186,132,394,2032,2,1470,4337,7,64,182,118,13,1426,70,4864,335,125,110,267,379,29,11010,10,127957,10028,146220,112964,343626,579275,76,10037,15,87223,1485,156,48837,22,40,5,621,87,149,7637
52,12331,1333,7,6,3,28850,34,555,176,1219,87,267,19822,12,8,11,485,6,8389,81,10244,1282,79,150,205,87,25,56845,103,54479,5248,68007,67076,90653,65488,51,6729,78,21960,436,114,13842,3,167,2,2864,740,7828,252
26,8483,1679,5,21,12,6355,700,486,218,9704,26,530,4977,5,1,37,222,7,1281,175,3704,1216,278,81,42,147,3,7795,76,45247,12316,240625,31685,44418,113203,48,17588,30,11068,130,1138,185607,6,129,17,254,199,2396,2379
4,34261,1103,2,2,2,10412,319,1563,793,854,43,4326,106649,80,1,5,712,33,8421,99,2388,2315,313,42,57,21,81,8467,124,42621,17920,242726,95565,57252,71093,58,40286,10,42119,160,206,40589,11,141,14,171,61,560,482
200,6126,3551,21,10,33,28525,639,216,319,3719,6,1848,6880,6,32,23,75,30,466,93,21979,155,130,885,25,35,55,23302,131,83680,2284,40791,72349,89945,278157,192,4608,37,78767,139,193,372840,5,49,5,411,305,355,1155
105,90233,4899,10,3,5,26583,159,382,47,232,14,2374,44326,2,26,32,378,21,3569,262,24251,516,353,68,52,56,29,12662,39,57481,10026,35767,111426,65194,66368,66,7741,34,113115,188,37,104286,6,304,3,136,213,964,499
22,63983,12437,2,54,3,37000,189,468,166,1685,20,1495,29299,134,3,20,117,100,5163,2589,6416,689,80,74,47,17,13,61381,45,671247,3008,22064,171608,101795,40730,276,67623,7,35495,74,32,163853,2,79,2,225,142,286,3426
33,8008,7153,1,5,2,47733,84,497,454,842,23,840,38974,34,14,18,172,10,4209,76,3866,327,57,333,98,100,12,43613,72,50779,7615,56226,30421,593468,170851,17,6760,99,134047,209,66,87436,5,124,7,1057,394,1783,992
31,62882,2526,3,97,1,102782,62,148,68,1081,39,1404,9088,39,5,81,885,2,21269,449,17842,101,439,264,278,52,42,5637,58,199025,2546,39872,109921,11071,46512,79,10217,245,36471,419,37,6065,1,328,2,3906,275,2156,599
20,39546,1970,11,14,2,79773,142,387,73,992,87,3025,14409,11,2,20,924,8,24076,399,3557,2881,382,28,92,21,33,17159,73,58400,8816,60078,412256,25238,103301,228,43700,22,16267,253,22,40543,2,303,5,425,171,749,556
161,6355,1213,6,15,3,21211,157,369,313,578,73,218,54791,6,4,28,210,38,1515,108,6185,178,118,244,101,297,80,17522,341,58279,3485,432924,61559,75285,139827,99,3706,41,25056,418,701,31808,1,30,9,1721,454,451,1061
274,18024,4222,1,7,2,55674,34,761,49,776,48,514,28390,26,18,8,277,17,37338,308,14078,2109,404,268,338,28,17,7836,38,36048,9661,19504,25150,167198,81520,52,27482,15,24894,129,74,28219,2,131,3,824,171,1298,1075
73,12977,3615,9,6,6,21104,17,209,1516,338,11,3886,21564,7,10,14,21,12,14108,71,3659,334,62,120,1406,63,8,17778,14,75728,13517,77240,103592,691545,118465,74,30476,49,30946,776,179,10983,2,18,10,2447,1184,1447,193
64,71355,4543,3,63,4,69279,61,1150,111,1832,20,783,44101,84,15,12,465,8,10365,93,9166,1013,395,130,116,49,8,12695,54,237932,1472,73344,69351,113440,11803,92,10909,66,50546,339,49,19263,5,143,7,1669,608,1702,264
41,95493,5646,4,2,10,22932,123,378,112,1118,43,821,16973,31,1,25,40,5,3951,312,31273,924,74,187,329,30,18,29332,50,156563,790,38205,23735,217669,67249,45,8243,22,148897,1682,24,112859,3,86,4,1441,743,491,726
10,25785,1998,3,5,3,18715,147,1043,106,167,120,1077,41480,58,3,161,1236,12,5959,2372,9920,576,430,63,389,11,7,18064,15,17048,50544,911136,38378,32255,89307,108,47510,25,31004,517,81,20348,2,258,10,2544,83,1258,2355
86,9025,1805,8,35,7,10090,364,213,97,1875,48,599,20616,2,8,5,258,15,1279,90,24376,535,355,361,29,77,13,105690,284,52415,3551,96549,34139,27829,734970,157,7350,21,40925,170,348,15535,1,76,3,3059,182,4307,7101
65,1573,2705,37,9,31,88350,193,43,135,204,41,595,25552,8,6,89,96,64,849,601,3112,528,104,109,32,94,8,98911,41,276172,5923,104932,146472,142570,328320,90,5248,56,16163,73,171,65753,10,70,3,1038,446,205,5330
132,9329,6392,5,20,7,96732,137,1040,185,1069,31,1790,5490,7,20,35,1446,11,5292,67,3402,322,187,219,57,34,8,8591,65,103630,8096,99048,58038,118350,188771,18,17754,13,47361,93,79,71263,2,280,3,372,121,643,1000
74,16611,1407,28,9,6,64086,24,135,246,1283,9,557,11658,8,13,126,251,48,6458,279,35559,544,63,30,41,50,25,4641,10,66333,13601,61276,182984,86384,41861,32,34889,40,148042,525,64,54875,4,147,1,926,589,899,514
60,8479,1504,1,17,1,62108,731,1029,50,1468,12,1076,34737,12,6,7,239,28,2167,236,16642,2435,478,91,30,26,79,17587,71,40151,10741,39155,50501,68457,107437,80,69935,12,32532,158,75,62623,3,236,7,430,248,829,3284
172,16698,14306,3,7,8,29105,367,1038,54,523,20,1368,34643,2,10,22,256,13,1796,239,1441,416,569,50,154,82,31,9042,27,64579,8436,110926,36723,105318,279130,67,48079,9,177822,383,192,61246,7,356,2,451,116,710,990
11,16027,14716,13,9,3,112925,224,338,584,150,47,1346,57181,25,7,14,69,13,4009,1262,7822,5757,40,47,100,28,7,9582,9,53230,11800,258421,82220,242067,58554,15,57715,17,113270,373,42,111766,5,37,2,131,157,999,1632
79,4714,8625,7,11,11,17072,149,71,26,3344,18,587,5761,1,23,166,621,15,1921,114,10463,29,29,353,102,423,11,131012,51,220041,2335,17454,27144,40785,365577,44,5665,21,252152,379,437,15644,5,95,2,3964,89,1193,5390
16,47974,3174,2,35,5,8133,211,630,96,1644,22,1317,19983,41,7,18,266,53,2158,57,5796,788,58,94,21,47,13,45489,177,171890,2626,38600,35781,171744,87304,220,13818,27,25384,199,259,42133,9,17,55,397,266,2923,970
48,85712,2672,1,10,2,231818,120,2253,120,779,30,676,13804,13,6,69,47,14,15471,87,16331,302,82,65,480,31,17,9025,13,380871,6521,46465,99484,171186,80019,23,3394,16,105343,749,55,46573,5,175,3,934,380,1469,503
44,55969,9896,11,12,38,38660,606,166,184,1878,83,112,4828,14,31,16,37,389,812,240,14054,280,1320,807,71,92,10,8778,152,619989,17968,16883,39771,69288,254922,5,8414,14,177586,118,282,51391,3,70,7,426,446,1154,1311
135,25078,867,6,14,5,13930,203,202,263,3875,26,1196,56771,5,5,7,473,32,3968,36,15694,1698,112,219,143,140,5,34283,28,45376,14990,96840,5836,105789,103164,64,4249,25,116976,114,298,13790,3,57,20,430,156,2619,393
14,26216,6856,5,4,6,99271,21,287,279,201,3,889,73270,41,5,111,240,21,4299,3555,8899,733,90,53,102,21,6,12200,53,189952,10352,245052,305035,245817,93319,68,10010,34,27388,1194,23,107023,2,161,9,688,845,979,753
118,12203,2566,22,4,4,8755,100,254,337,2002,37,709,9366,5,29,51,63,77,1785,44,4797,330,54,533,88,151,10,16001,37,206282,1992,59476,13654,157756,225001,22,5743,19,180646,191,676,36492,1,51,9,747,344,906,1606
58,76361,6799,3,11,2,61551,847,2213,194,1268,19,528,1677,18,34,115,70,83,937,105,13395,567,49,728,157,54,8,52683,49,83188,8099,600921,113967,38028,87525,22,7453,18,40946,510,80,25782,2,26,1,837,276,1586,773
13,17710,865,7,13,3,76812,487,888,39,505,55,921,21254,5,11,25,112,18,1925,212,7531,338,70,61,20,78,5,27256,28,72302,3965,171589,150780,370405,109626,64,39981,35,87618,377,95,107027,11,199,3,328,358,6417,756
115,8381,12857,8,8,7,39622,188,145,55,953,59,120,45542,2,5,11,134,56,6385,308,8544,1441,577,141,24,729,2,16140,60,68594,3927,64937,82675,154015,115193,394,4860,74,18833,118,335,46041,5,75,4,1565,492,2174,838
91,160839,2922,2,21,1,59768,67,1500,52,826,11,238,28862,3,20,20,178,53,20195,103,16258,245,212,561,158,23,21,54230,92,45037,19800,45271,33592,93001,292481,91,3532,57,38662,469,50,31090,9,21,3,1168,819,1314,309
13,46546,8761,9,24,4,28125,2288,492,255,2069,129,3200,8273,11,4,14,190,95,1328,138,4149,109,351,108,11,72,53,11402,46,637800,3697,109030,48844,35492,314020,48,15744,7,341837,90,399,9244,6,242,5,1863,59,965,1368
68,68750,1140,19,59,2,193549,25,68,239,84,13,243,17565,16,5,62,454,8,11424,488,32696,1258,233,53,45,64,47,33891,7,66587,128989,57002,1415758,178934,11806,26,14544,143,146691,176,19,61200,3,9,6,232,1512,2052,326
70,42020,49416,1,3,4,70055,77,915,271,314,32,577,44061,17,5,26,466,35,15965,875,82906,1355,185,55,740,60,6,4597,46,136770,9770,108521,111817,21469,40031,113,9341,12,16688,333,35,49815,2,254,2,589,250,250,728
25,22842,2570,4,17,4,97592,586,1668,311,221,18,859,26997,37,9,62,745,85,1295,363,54116,180,116,162,54,8,8,21665,17,296086,5951,46743,113717,65657,20869,23,51978,24,185818,64,28,58075,2,36,1,778,158,4092,599
7,216321,3244,8,19,2,111512,146,2717,408,160,43,2141,76881,19,2,2,46,70,4206,1052,17245,1202,43,32,49,27,22,27559,407,120393,887,154705,514293,399340,238391,215,12874,13,19001,639,108,219106,2,20,11,443,309,571,224
26,14520,2929,3,1,6,157465,13,121,156,946,10,842,7256,7,10,31,147,7,12084,230,13996,230,71,226,234,21,60,4129,59,64144,11879,200985,95541,1620297,183612,16,4309,50,113153,5559,38,57793,7,52,2,272,678,2111,281
15,40555,2773,8,4,2,41443,98,1730,70,621,9,1692,118100,24,4,39,582,12,3607,390,4753,526,333,1266,156,47,27,14096,90,48388,3546,125718,98040,34783,104301,143,41915,13,21376,218,49,110374,1,491,3,394,29,488,2540
29,64646,1948,6,11,4,343165,152,352,94,266,18,2115,26897,11,5,32,97,39,7232,342,37587,999,89,31,95,25,16,197754,53,18494,9900,459022,1009887,128314,58477,23,20324,21,102285,616,15,37742,17,24,7,149,208,1920,1306
31,9994,1711,6,4,4,49399,186,3923,10,713,76,524,45037,19,5,15,643,19,3816,377,2830,371,339,85,52,51,32,43321,33,78271,4002,194268,47060,38781,414277,23,28709,16,64473,502,53,340896,10,127,5,362,56,207,2714
60,70543,4903,2,3,4,57179,120,696,243,4635,15,1040,1998,9,23,307,1599,7,7296,52,39460,277,440,533,457,14,8,6568,45,146718,1817,11866,30449,24027,42354,630,3344,27,106526,106,99,11301,2,357,6,3535,672,1977,874
9,240154,4119,1,165,3,121742,158,1673,15,103,8,648,116845,44,5,74,857,21,18577,198,15706,187,580,64,17,128,15,56138,8,867834,9455,34550,38351,23053,18938,4,14209,20,472523,212,54,22035,4,316,15,629,39,2857,478
15,5559,10781,10,14,4,21839,1034,418,478,605,6,5143,28062,14,24,16,88,376,1245,311,12372,203,112,274,5,32,154,24381,66,68566,3909,83238,57610,38949,579576,134,5544,10,129404,43,101,51887,18,53,14,466,205,333,4156
33,18073,976,8,7,8,72546,269,82,159,256,82,606,19530,20,2,10,493,21,5013,2207,9682,372,234,96,88,23,11,77895,160,40604,6374,229587,159325,43107,136102,41,24945,23,36954,56,54,895073,2,293,4,222,48,606,4215
46,31236,1494,4,8,1,116206,320,1104,181,233,28,1213,11092,11,28,5,405,45,27191,124,37548,152,244,545,108,37,34,7701,60,32171,4535,133726,74413,95571,83986,88,11401,72,54727,218,71,208298,2,27,3,1422,217,2245,1548
7,77180,4147,2,3,2,642540,273,895,79,80,10,1185,48496,93,7,8,255,21,8695,521,4372,819,358,374,337,22,4,3282,53,95467,11368,148377,120944,31795,119463,74,25150,39,50462,795,45,163737,7,676,2,326,418,774,572
4,32146,4476,6,2,4,115791,189,218,447,346,8,866,72839,35,4,45,115,211,3377,1294,20109,3315,113,31,52,22,19,43027,22,155625,11493,60566,82951,133098,115046,38,6157,22,64046,237,9,54907,12,24,4,151,554,1529,831
74,42181,8866,61,3,4,48098,82,129,450,3486,16,264,17527,77,11,56,96,81,464,196,7152,276,266,102,10,120,7,70715,77,96415,5219,100832,109672,1008396,12843,58,20025,212,64690,162,33,15996,4,9,2,1264,399,668,2633
175,31764,8635,21,15,45,6621,395,272,328,6945,25,260,13097,4,3,28,57,102,2060,64,44897,291,106,1763,39,133,17,103884,59,60505,1702,89439,26109,137185,75707,163,965,13,20478,122,1086,124435,1,18,20,1885,402,1403,154
86,28528,3592,19,2,17,26282,71,114,307,799,9,493,14188,10,3,36,31,12,6072,777,16283,254,68,84,382,90,45,47465,16,60121,19189,59913,256869,866830,96475,94,4982,45,116305,1013,62,10251,36,4,1,1012,406,2838,611
39,17254,944,5,8,3,27100,99,473,486,6560,14,1887,62428,8,7,15,468,55,34264,352,3124,600,409,149,456,51,74,20248,239,15712,4560,41497,45593,12921,248774,902,38388,7,9832,148,280,140341,3,197,2,370,163,547,1927
2,39246,5155,2,18,4,71857,657,630,124,814,31,1407,45506,4,3,21,211,36,2678,1488,9359,375,385,394,306,67,6,2759,35,434149,41110,136834,16790,23593,120314,12,16675,21,89400,455,33,30870,6,168,16,480,315,8060,1259
11,6247,2238,10,15,8,12358,134,82,167,515,37,1170,72907,8,2,11,150,32,2654,203,6052,748,627,103,53,51,18,11446,16,28608,184431,167228,86841,89207,126276,12,2879,43,69811,483,872,63785,14,59,12,67,172,6397,1958
37,32097,2722,4,10,2,13634,272,660,330,267,56,4979,13595,12,2,32,345,16,2420,1036,5171,441,56,365,82,40,16,10377,82,106023,16272,59793,75526,73801,96130,38,10967,12,41660,633,50,31151,5,55,5,1207,73,3050,2734
36,37428,14786,5,32,2,70817,339,767,83,351,27,1536,75392,4,5,5,492,7,6306,214,1689,3200,516,109,87,53,39,3513,200,107431,2593,11306,45492,37470,240860,481,39616,10,8471,518,282,35196,8,256,4,577,372,659,2286
46,39460,4221,3,18,4,55689,441,1217,327,2197,14,235,21527,23,3,80,404,80,2029,62,20476,1291,98,98,122,47,20,24835,6,176853,51931,63789,94659,3316,64399,35,7790,10,123856,146,74,23949,10,87,11,138,74,752,877
93,5662,2698,26,10,8,28512,123,224,147,1496,38,4242,12324,2,29,43,92,16,4300,33,21672,68,241,468,84,68,37,5881,44,212216,3171,12923,44332,183637,198818,256,4767,65,176358,85,132,6816,3,75,7,4514,110,5339,977
32,2776,2161,6,3,27,15542,273,550,72,1352,189,760,81532,4,2,3,106,53,879,495,2480,1538,91,201,136,52,13,32499,164,267766,5834,76341,14796,237596,460623,49,21770,3,20860,494,280,62358,1,41,7,578,130,3560,8453
52,7901,19638,7,2,9,36807,51,445,83,2700,74,1615,9945,5,4,14,143,10,2029,176,5426,560,61,194,622,123,5,36675,114,160860,1279,71093,44136,658306,521925,169,5373,31,34292,813,201,31367,4,54,11,3772,1255,403,437
22,22035,8280,21,3,5,8446,83,252,285,2045,55,2523,34959,10,3,24,23,32,1838,232,7259,358,127,100,258,41,17,16766,365,112471,7624,56142,21245,164403,120071,104,22740,8,104670,662,548,32592,9,15,35,1068,1071,2737,490
31,29145,3127,2,3,11,102834,59,215,310,104,4,2081,27639,4,29,115,101,14,9725,300,13084,113,324,42,650,87,7,4512,1,75393,29469,83411,998225,84538,101048,129,4006,96,818683,399,34,8842,19,95,5,1829,1016,2337,131
109,40407,648,8,3,19,194768,39,54,1054,316,5,133,21667,11,31,175,37,34,3935,35,20192,219,15,195,154,364,19,28806,51,111475,17969,112278,216923,1724394,48177,12,2800,48,190006,2241,347,22310,10,53,3,1505,1183,4163,163
22,25052,3834,32,9,8,19404,324,807,198,638,12,1157,37780,31,13,86,67,42,4713,79,4192,87,924,185,99,27,4,28686,29,143834,5168,1158550,40135,185780,152622,18,46001,5,389510,110,376,49630,5,30,18,476,173,1137,3539
5,103248,2683,2,18,3,12989,186,2705,46,3073,66,2686,11020,9,6,41,1323,17,8073,216,1728,475,103,104,802,35,5,45810,33,16038,47198,147040,26004,11770,74289,38,56317,16,42958,81,628,56732,5,235,21,776,67,2954,180
19,52319,1340,1,13,5,22034,531,492,56,1042,83,2326,11997,2,11,33,868,6,9865,40,5805,850,612,359,105,41,34,7681,63,55799,12290,56973,18970,14381,141575,47,8696,64,29785,62,423,17624,2,486,17,1413,256,5133,709
51,109745,7452,3,12,11,6627,457,1741,158,3128,9,1662,20257,6,13,86,140,51,1636,64,22883,133,34,138,99,24,1,39949,23,439571,10485,48139,110125,16486,458484,51,2371,25,94516,109,75,9575,13,292,35,1070,475,2552,395
30,7715,2723,9,61,9,43746,80,762,86,1948,229,1968,7506,34,6,2,418,49,2134,70,2215,582,374,335,66,109,7,15841,284,328994,5553,110414,20657,24591,51424,85,50068,26,23970,156,229,26283,2,163,14,1209,757,1048,2244
17,67014,746,5,34,2,53438,207,882,41,279,25,5922,48184,17,11,9,361,9,6189,478,12253,682,181,156,97,21,22,65837,218,30405,6917,166578,87563,84351,41215,22,37881,29,27534,149,25,112200,4,135,10,583,448,9873,251
39,13505,626,2,3,7,54670,250,1125,233,501,21,960,20067,20,2,17,259,9,2073,443,3169,400,109,108,236,23,26,58595,11,40652,6658,294937,84500,104278,346013,35,44175,7,163356,228,243,21552,16,83,5,1097,261,3083,1143
43,7233,4330,13,13,8,83194,66,143,30,418,14,2989,27819,54,12,33,226,16,14004,180,5212,548,235,30,64,68,21,22449,28,134512,24650,40871,218393,403476,95870,37,31459,63,49203,191,33,38032,3,64,3,260,78,2030,6563
12,26283,3961,7,56,4,92355,587,409,318,390,8,1128,12249,10,27,38,149,311,1831,56,15856,43,405,698,13,25,32,9884,30,83652,3981,30413,55293,49019,166266,210,10225,19,172625,43,170,37895,6,15,7,2657,166,923,2062
40,14927,7827,13,26,3,10608,88,252,191,2025,19,1407,4725,9,8,52,263,23,3050,128,4937,186,276,147,24,72,16,9165,22,84608,11106,303674,88556,106293,326977,344,12606,38,106398,227,263,9405,1,158,7,698,113,888,3734
21,13891,10663,6,46,13,60060,246,799,40,576,65,1145,45196,5,3,5,137,7,5108,93,1228,1423,70,36,307,323,11,49019,62,56756,7734,78138,176365,26298,600097,88,34914,21,49965,286,303,159704,7,209,13,106,161,230,935
21,51188,3729,3,4,6,24644,25,684,167,876,50,648,7332,31,11,27,455,11,19424,131,21926,604,50,338,245,23,12,14177,17,226893,5074,65082,60701,816243,42331,12,7352,72,230653,334,87,15069,4,183,26,1709,1011,3636,428
68,223145,4973,2,10,1,711509,108,1344,970,906,10,261,8450,10,47,37,422,36,25035,437,212944,241,85,250,212,15,7,5709,12,446060,2685,57684,63778,30064,29083,38,13164,48,117745,212,17,36554,8,116,2,1266,354,422,460
117,8921,11870,3,3,5,6942,499,356,182,2614,14,3946,12762,7,7,37,49,24,2381,213,10923,600,708,111,185,53,25,17484,91,339454,1789,78371,125788,32702,510253,127,2522,33,44852,154,263,124061,7,322,8,1071,1096,530,705
24,27241,4608,4,18,1,21872,176,115,147,1319,15,701,33694,29,12,86,374,22,4814,237,4551,461,68,316,46,145,41,138870,25,307841,14127,48718,54148,58986,123185,33,13191,52,98515,495,165,21849,7,89,28,206,392,858,1293
114,4788,588,6,3,14,72240,30,127,94,1739,34,352,36203,2,5,8,99,17,5461,57,14867,406,311,1696,170,346,18,43357,183,55051,4630,97694,9546,764195,293831,132,6121,24,66413,422,319,87238,2,31,4,1266,370,4420,895
27,10078,2147,12,20,12,192984,654,469,117,84,3,1115,32772,6,15,51,357,17,3029,228,7699,482,439,152,39,102,139,12280,24,23381,8587,68977,204055,22233,188564,32,23231,12,142472,208,144,132080,9,52,6,262,222,1073,1093
32,15668,362,15,2,31,165804,87,437,191,134,16,431,57505,15,17,28,215,74,847,243,74751,352,121,160,31,30,4,7917,15,153238,87583,1425382,111307,54638,196792,17,32311,30,103179,638,47,18448,6,99,6,294,938,6707,631
55,34859,15084,4,13,2,42527,385,279,69,430,37,1891,26816,3,6,79,1339,7,8791,611,7214,230,290,194,35,28,28,1873,21,178134,6555,30365,73569,43216,224862,32,2519,29,124122,483,202,35694,1,482,8,1016,68,1519,1384
16,58512,3295,4,9,1,80839,131,489,222,303,21,3527,191367,12,2,8,174,12,2413,330,7430,1017,61,21,122,18,11,37815,20,211104,6086,141537,86670,100085,44454,17,33918,47,86451,300,39,84729,22,40,22,356,265,1319,809
